Image_id,Label
id_004wknd7qd.jpg,blast
id_004wknd7qd_rgn.jpg,blast
id_005sitfgr2.jpg,brown
id_005sitfgr2_rgn.jpg,brown
id_00stp9t6m6.jpg,blast
id_00stp9t6m6_rgn.jpg,blast
id_012zxewnhx.jpg,blast
id_012zxewnhx_rgn.jpg,blast
id_0186qwq2at.jpg,healthy
id_0186qwq2at_rgn.jpg,healthy
id_01vb9vty05.jpg,brown
id_01vb9vty05_rgn.jpg,brown
id_01z6i8am9b.jpg,blast
id_01z6i8am9b_rgn.jpg,blast
id_02lw7skww5.jpg,blast
id_02lw7skww5_rgn.jpg,blast
id_02olqz4tf5.jpg,blast
id_02olqz4tf5_rgn.jpg,blast
id_03878to61t.jpg,brown
id_03878to61t_rgn.jpg,brown
id_04alcsykf1.jpg,brown
id_04alcsykf1_rgn.jpg,brown
id_04lhl9cypv.jpg,blast
id_04lhl9cypv_rgn.jpg,blast
id_05udbcy9yj.jpg,healthy
id_05udbcy9yj_rgn.jpg,healthy
id_06lh8r7g0p.jpg,blast
id_06lh8r7g0p_rgn.jpg,blast
id_06nrnxmqfw.jpg,blast
id_06nrnxmqfw_rgn.jpg,blast
id_06ya2x9n2i.jpg,blast
id_06ya2x9n2i_rgn.jpg,blast
id_08of6gx23n.jpg,blast
id_08of6gx23n_rgn.jpg,blast
id_08rn3cmwlk.jpg,healthy
id_08rn3cmwlk_rgn.jpg,healthy
id_09sjnce7rh.jpg,brown
id_09sjnce7rh_rgn.jpg,brown
id_0b3wfufkrn.jpg,brown
id_0b3wfufkrn_rgn.jpg,brown
id_0b9myv7d84.jpg,blast
id_0b9myv7d84_rgn.jpg,blast
id_0brsi9wkxu.jpg,brown
id_0brsi9wkxu_rgn.jpg,brown
id_0c29p9v7sv.jpg,blast
id_0c29p9v7sv_rgn.jpg,blast
id_0ch8257gec.jpg,brown
id_0ch8257gec_rgn.jpg,brown
id_0d2iguix1u.jpg,brown
id_0d2iguix1u_rgn.jpg,brown
id_0d6zji749f.jpg,blast
id_0d6zji749f_rgn.jpg,blast
id_0e0h5rmcrc.jpg,brown
id_0e0h5rmcrc_rgn.jpg,brown
id_0e1ftfk5dn.jpg,brown
id_0e1ftfk5dn_rgn.jpg,brown
id_0e3fpywz1c.jpg,blast
id_0e3fpywz1c_rgn.jpg,blast
id_0elx409mfe.jpg,blast
id_0elx409mfe_rgn.jpg,blast
id_0ez1rb5d66.jpg,blast
id_0ez1rb5d66_rgn.jpg,blast
id_0fq83cw58m.jpg,blast
id_0fq83cw58m_rgn.jpg,blast
id_0hekyy5bpe.jpg,brown
id_0hekyy5bpe_rgn.jpg,brown
id_0hyxh5b0u4.jpg,blast
id_0hyxh5b0u4_rgn.jpg,blast
id_0iedaup7qi.jpg,brown
id_0iedaup7qi_rgn.jpg,brown
id_0iq6qeyl1w.jpg,healthy
id_0iq6qeyl1w_rgn.jpg,healthy
id_0j77fcidk8.jpg,healthy
id_0j77fcidk8_rgn.jpg,healthy
id_0jbcvl994p.jpg,brown
id_0jbcvl994p_rgn.jpg,brown
id_0jkkhi50wx.jpg,brown
id_0jkkhi50wx_rgn.jpg,brown
id_0jpbgzxzqn.jpg,blast
id_0jpbgzxzqn_rgn.jpg,blast
id_0jy0churxc.jpg,healthy
id_0jy0churxc_rgn.jpg,healthy
id_0jyq9bzwk7.jpg,brown
id_0jyq9bzwk7_rgn.jpg,brown
id_0l62hcuzm1.jpg,blast
id_0l62hcuzm1_rgn.jpg,blast
id_0l8i75umhc.jpg,brown
id_0l8i75umhc_rgn.jpg,brown
id_0mpknci13k.jpg,healthy
id_0mpknci13k_rgn.jpg,healthy
id_0mw1rk52n5.jpg,brown
id_0mw1rk52n5_rgn.jpg,brown
id_0mxgeykc2o.jpg,blast
id_0mxgeykc2o_rgn.jpg,blast
id_0myvk2ag4l.jpg,blast
id_0myvk2ag4l_rgn.jpg,blast
id_0nia20ywdy.jpg,blast
id_0nia20ywdy_rgn.jpg,blast
id_0nnu7uivc9.jpg,brown
id_0nnu7uivc9_rgn.jpg,brown
id_0ocimw5rd9.jpg,blast
id_0ocimw5rd9_rgn.jpg,blast
id_0on7ehcfs6.jpg,blast
id_0on7ehcfs6_rgn.jpg,blast
id_0qqjl92ak2.jpg,blast
id_0qqjl92ak2_rgn.jpg,blast
id_0qvf8osgu2.jpg,blast
id_0qvf8osgu2_rgn.jpg,blast
id_0r3pohuvp7.jpg,brown
id_0r3pohuvp7_rgn.jpg,brown
id_0rd5eo3nlk.jpg,blast
id_0rd5eo3nlk_rgn.jpg,blast
id_0rii8hoel4.jpg,blast
id_0rii8hoel4_rgn.jpg,blast
id_0rt7042emf.jpg,blast
id_0rt7042emf_rgn.jpg,blast
id_0s75euu5br.jpg,healthy
id_0s75euu5br_rgn.jpg,healthy
id_0scncwcx6o.jpg,blast
id_0scncwcx6o_rgn.jpg,blast
id_0sil0chxq2.jpg,brown
id_0sil0chxq2_rgn.jpg,brown
id_0siwx1jy2o.jpg,brown
id_0siwx1jy2o_rgn.jpg,brown
id_0tmckthy7o.jpg,blast
id_0tmckthy7o_rgn.jpg,blast
id_0uln9eczp7.jpg,blast
id_0uln9eczp7_rgn.jpg,blast
id_0usjcshpiz.jpg,blast
id_0usjcshpiz_rgn.jpg,blast
id_0vf451vfs0.jpg,blast
id_0vf451vfs0_rgn.jpg,blast
id_0vimpnch2v.jpg,blast
id_0vimpnch2v_rgn.jpg,blast
id_0vyxc3q0ag.jpg,blast
id_0vyxc3q0ag_rgn.jpg,blast
id_0w5lkubqj2.jpg,healthy
id_0w5lkubqj2_rgn.jpg,healthy
id_0wb2ywiy2k.jpg,brown
id_0wb2ywiy2k_rgn.jpg,brown
id_0whs0xzbfq.jpg,healthy
id_0whs0xzbfq_rgn.jpg,healthy
id_0xfe72a7zl.jpg,healthy
id_0xfe72a7zl_rgn.jpg,healthy
id_10ban9j4v8.jpg,blast
id_10ban9j4v8_rgn.jpg,blast
id_10qwzhu4s5.jpg,brown
id_10qwzhu4s5_rgn.jpg,brown
id_123km6luyn.jpg,blast
id_123km6luyn_rgn.jpg,blast
id_12f3ehgz5j.jpg,brown
id_12f3ehgz5j_rgn.jpg,brown
id_1365fwc0kk.jpg,healthy
id_1365fwc0kk_rgn.jpg,healthy
id_13lu6wca1y.jpg,blast
id_13lu6wca1y_rgn.jpg,blast
id_14cxnddltb.jpg,blast
id_14cxnddltb_rgn.jpg,blast
id_14uv6cvj4t.jpg,blast
id_14uv6cvj4t_rgn.jpg,blast
id_14w9xmrtr0.jpg,brown
id_14w9xmrtr0_rgn.jpg,brown
id_150lf6urhb.jpg,brown
id_150lf6urhb_rgn.jpg,brown
id_15ibjudhde.jpg,healthy
id_15ibjudhde_rgn.jpg,healthy
id_15st3gmywa.jpg,blast
id_15st3gmywa_rgn.jpg,blast
id_179bxdmt6m.jpg,blast
id_179bxdmt6m_rgn.jpg,blast
id_17gspyifkm.jpg,blast
id_17gspyifkm_rgn.jpg,blast
id_18i9pc17r4.jpg,blast
id_18i9pc17r4_rgn.jpg,blast
id_18siuhyqa3.jpg,brown
id_18siuhyqa3_rgn.jpg,brown
id_19xbegen3i.jpg,healthy
id_19xbegen3i_rgn.jpg,healthy
id_1aczad1o67.jpg,brown
id_1aczad1o67_rgn.jpg,brown
id_1adb16d409.jpg,blast
id_1adb16d409_rgn.jpg,blast
id_1amhfq8s1v.jpg,blast
id_1amhfq8s1v_rgn.jpg,blast
id_1c3dsk1zwc.jpg,blast
id_1c3dsk1zwc_rgn.jpg,blast
id_1cjl3vs7am.jpg,blast
id_1cjl3vs7am_rgn.jpg,blast
id_1cq9rbrysn.jpg,blast
id_1cq9rbrysn_rgn.jpg,blast
id_1cwmdm3z3c.jpg,blast
id_1cwmdm3z3c_rgn.jpg,blast
id_1d6hpipyv9.jpg,blast
id_1d6hpipyv9_rgn.jpg,blast
id_1djv2y2t4i.jpg,blast
id_1djv2y2t4i_rgn.jpg,blast
id_1e2kulh32e.jpg,brown
id_1e2kulh32e_rgn.jpg,brown
id_1ei6yj05ku.jpg,blast
id_1ei6yj05ku_rgn.jpg,blast
id_1eudnz8cyx.jpg,healthy
id_1eudnz8cyx_rgn.jpg,healthy
id_1exrog9pen.jpg,blast
id_1exrog9pen_rgn.jpg,blast
id_1fcpryfmli.jpg,blast
id_1fcpryfmli_rgn.jpg,blast
id_1fl8rdha6a.jpg,brown
id_1fl8rdha6a_rgn.jpg,brown
id_1fmuselend.jpg,blast
id_1fmuselend_rgn.jpg,blast
id_1h8bck1izk.jpg,brown
id_1h8bck1izk_rgn.jpg,brown
id_1hnc4e44ca.jpg,blast
id_1hnc4e44ca_rgn.jpg,blast
id_1i7d3xsgqi.jpg,brown
id_1i7d3xsgqi_rgn.jpg,brown
id_1iroyk2lnl.jpg,healthy
id_1iroyk2lnl_rgn.jpg,healthy
id_1k1w0imfaq.jpg,blast
id_1k1w0imfaq_rgn.jpg,blast
id_1kw7zxt7vf.jpg,brown
id_1kw7zxt7vf_rgn.jpg,brown
id_1lf67njclm.jpg,brown
id_1lf67njclm_rgn.jpg,brown
id_1luj2jnngl.jpg,healthy
id_1luj2jnngl_rgn.jpg,healthy
id_1m8fs2hvuh.jpg,healthy
